年级,院系名称,院系号,专业名称,修读类型,方案名称,方案计划号,课程总门数,课程总学分,要求总学分,课程总学时,学制类型,学科目录,主要课程
2021,水利水电学院,306,能源与动力工程,主修,能源与动力工程培养方案,8979,94,194.5,175,3744,本科（四年制）,工学,程流体力学、工程热力学、传热学、机械设计基础、自动控制原理、电机学、水轮机、汽轮机原理、水力机组辅助设备、燃烧学
2021,水利水电学院,306,城市地下空间工程,主修,城市地下空间工程培养方案,9040,99,198.5,175,3784,本科（四年制）,,
2021,水利水电学院,306,工科试验班（水利、能源动力与城市地下空间）,主修,工科试验班（水利、能源动力与城市地下空间）培养方案,9038,39,65,174,1372,本科（四年制）,,
2021,水利水电学院,306,水利科学与工程,主修,水利科学与工程培养方案,9039,112,212,175,4132,本科（四年制）,,
2021,水利水电学院,306,水利科学与工程（卓越工程师）,主修,水利科学与工程（卓越工程师）培养方案,9531,112,212,175,4132,本科（四年制）,工学,
2021,化学工程学院,308,过程装备与控制工程（卓越工程师班）,主修,过程装备与控制工程（卓越工程师班）培养方案,8956,91,204,176,3728,本科（四年制）,工学,理论力学、材料力学、机械设计、化工原理、过程装备工程材料、工程流体力学、过程机器、压力容器设计、过程设备设计、过程自动控制原理、过程装备制造技术
2021,化学工程学院,308,工科试验班（动力装备与安全）,主修,工科试验班（动力装备与安全）培养方案,9049,84,194,175,3636,本科（四年制）,工学,
2021,化学工程学院,308,过程装备与控制工程,主修,过程装备与控制工程培养方案,8957,90,202,175,3696,本科（四年制）,工学,理论力学、材料力学、机械设计、化工原理、过程装备工程材料、工程流体力学、过程机器、压力容器设计、过程设备设计、过程自动控制原理、过程装备制造技术
2021,化学工程学院,308,化学工程与工艺,主修,化学工程与工艺培养方案,8960,120,239.5,175,4548,本科（四年制）,工学,物理化学、化工原理、化工热力学、化学反应工程、化工过程分析与合成、化工设计、化学工艺学、现代分离技术、化工专业实验、化工设备机械基础。
2021,化学工程学院,308,制药工程,主修,制药工程培养方案,9055,98,192.5,188,3612,本科（四年制）,工学,生理药理学、药物与精细有机品合成、药物化学、天然产物技术、工业药剂学、化学制药工艺学、制药分离工程、药品生产质量工程、药物分析及制药过程监控、生物制药、制药工程设计、技术经济及项目管理、EHS导论
2021,化学工程学院,308,化学工程与工艺（卓越工程师班）,主修,化学工程与工艺（卓越工程师）培养方案,8959,123,244.5,175,4676,本科（四年制）,工学,物理化学、化工原理、化工热力学、化学反应工程、化工过程分析与合成、化工设计、化学工艺学、现代分离技术、化工专业实验、化工设备机械基础
2021,化学工程学院,308,工科试验班（互联化工）,主修,工科试验班（互联化工）培养方案,9041,97,214,182.5,4066,本科（四年制）,,
2021,化学工程学院,308,化学工程与工艺（互联化工交叉试验班）,主修,化学工程与工艺（互联化工交叉试验班）培养方案,9042,97,214,182.5,4066,本科（四年制）,,
2021,化学工程学院,308,制药工程（卓越工程师班）,主修,制药工程（卓越工程师班）培养方案,8969,100,193.5,188,3628,本科（四年制）,工学,生理药理学、药物与精细有机品合成、药物化学、天然产物技术、工业药剂学、化学制药工艺学、制药分离工程、药品生产质量工程、药物分析及制药过程监控、生物制药、制药工程设计、技术经济及项目管理、EHS导论
2021,化学工程学院,308,工科试验班（绿色化工与生物医药）,主修,工科试验班（绿色化工与生物医药）培养方案,8955,37,73.5,59,1452,本科（四年制）,工学,
2021,化学工程学院,308,生物工程,主修,生物工程培养方案,9069,101,199.5,170.5,3646,本科（四年制）,工学,近代化学基础、化工原理、物理化学、生物化学、微生物学、现代生物学基础、分子与细胞生物学、生物环保与安全、生物反应工程、基因工程、生物分离工程、发酵工程、生物工程设备及过程控制、生物工程设计、技术经济及项目管理
2021,轻工科学与工程学院,309,食品科学与工程,主修,食品科学与工程培养方案,9095,88,185,170,3464,本科（四年制）,工学,生物化学、微生物学、食品化学、食品工艺学、化工原理、食品营养学、食品工厂设计与环境保护、食品分析、食品工业设备与机械、食品安全学
2021,轻工科学与工程学院,309,工科试验班（生物质加工利用工程）,主修,工科试验班（生物质加工利用工程）培养方案,9043,44,91,175,1764,本科（四年制）,,
2021,轻工科学与工程学院,309,轻化工程（皮革工程方向）,主修,轻化工程培养方案,9096,94,201,175,3662,本科（四年制）,工学,制革工艺学、毛皮工艺学、鞣制化学、皮革化工材料学、皮革机械设备、皮革专业外语、生皮蛋白质化学及组织学
2021,轻工科学与工程学院,309,轻化工程（皮革工程方向）（卓越工程师班）,主修,轻化工程（卓越工程师）培养方案,9067,93,197,175,3598,本科（四年制）,工学,制革工艺学、毛皮工艺学、鞣制化学、皮革化工材料学、皮革机械设备、皮革专业外语、生皮蛋白质化学及组织学
2021,轻工科学与工程学院,309,食品科学与工程（卓越工程师班）,主修,食品科学与工程（卓越工程师）培养方案,9105,87,183,170,3432,本科（四年制）,工学,生物化学、微生物学、食品化学、食品工艺学、化工原理、食品营养学、食品工厂设计与环境保护、食品分析、食品工业设备与机械、食品安全学
2021,轻工科学与工程学院,309,工科试验班（食品与发酵）,主修,工科试验班（食品与发酵）培养方案,8940,44,89,175,1740,本科（四年制）,,
2021,轻工科学与工程学院,309,生物工程（轻工生物方向）,主修,生物工程（轻工生物方向）培养方案,9106,91,193,175,3548,本科（四年制）,工学,近代化学基础、化工原理、物理化学、生物化学、微生物学、生物环保与安全、生物反应工程、生物分离工程、基因工程、发酵过程、生物工程设备及过程控制、生物工程设计、生物信息技术
2021,轻工科学与工程学院,309,服装与服饰设计,主修,服装与服饰设计培养方案,9107,80,190.5,160,3368,本科（四年制）,艺术学,纺织与服装概论、设计素描、表现色彩、纺织与服装材料、服装立体裁剪、时装画技法与展示、服装结构设计与制衣工艺、服装CAD-设计（全英文）、服装历史与发展趋势、服装市场营销、时装设计作品集制作、女装结构设计与制作工艺、服装创意设计、男装结构设计与制作工艺、童装结构设计与制作工艺
2021,生物医学工程学院,310,医学信息工程,主修,医学信息工程培养方案,8937,91,191,175,3602,本科（四年制）,工学,
2021,生物医学工程学院,310,医学信息工程（卓越工程师班）,主修,医学信息工程（卓越工程师班）培养方案,8938,65,125,175,2458,本科（四年制）,,
2021,生物医学工程学院,310,生物医学工程,主修,生物医学工程培养方案,9412,104,219,175,4084,本科（四年制）,工学,
2021,软件学院,311,软件工程,主修,软件工程培养方案,9108,120,297,170,5228,本科（四年制）,工学,程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、计算机组成和体系结构、操作系统和系统编程、数据库系统和信息管理、软件工程导论、计算机网络和分布式系统、软件开发环境与工具、软件需求分析、软件设计与体系结构、软件构造、软件工程社会和职业问题、软件过程与管理、软件工程经济学、软件项目管理
2021,软件学院,311,软件工程（双学位）,辅修,软件工程（双学位）培养方案,9056,20,67,50,1204,双学位（二年半制）,,
2021,软件学院,311,软件工程（英语）,主修,软件工程（英语）培养方案,8974,37,119,120,2000,本科（四年制）,工学,
2021,软件学院,311,软件工程（卓越工程师班）,主修,软件工程（卓越工程师）培养方案,9118,104,260,167,4516,本科（四年制）,工学,程序设计基础、计算机系统导论、面向对象程序设计导论、数据结构与算法、计算机组成和体系结构、操作系统和系统编程、数据库系统和信息管理、软件工程导论、计算机网络和分布式系统、软件开发环境与工具、软件需求分析、软件设计与体系结构、软件构造、软件工程社会和职业问题、软件过程与管理、软件工程经济学、软件项目管理
